inn;predpriyatie;nomer;predmet;zakon;summa;stadiya;data;data_konca;ssylka;ssylka_eis
8602016725;"СУРГУТСКОЕ ГОРОДСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГОРВОДОКАНАЛ""";32616255689;Поставка железобетонных изделий;223-ФЗ;786052.93;Подача заявок;31.07.2026;07.08.2026;https://www.rts-tender.ru/poisk/id/l32616255689-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616255689
8602016725;"СУРГУТСКОЕ ГОРОДСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГОРВОДОКАНАЛ""";32616202352;Выполнение проектно-изыскательских работ с прохождением негосударственной экспертизы проектной документации в части проверки достоверности определения сметной стоимости и строительно-монтажных работ по объекту: «Строительство сетей водоснабжения до границ земельного участка, присоединяемых к централ;223-ФЗ;37013324.31;Подача заявок;14.07.2026;10.08.2026;https://www.rts-tender.ru/poisk/id/l32616202352-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616202352
4223036696;"ООО ""ОФ ""ПРОКОПЬЕВСКУГОЛЬ""";4189662;Комплект полиуретановых сит грохота ГИСТ-72;3;0.00;Идёт приём заявок;03.10.2025;08.10.2026;https://www.rts-tender.ru/poisk/id/l4189662-4-12-1/;
5504097128;АО ОМСКВОДОКАНАЛ;32616258116;Выполнение работ по ремонту теплоизоляции участка теплотрассы ЦОСиСВ, инв. № 3010070А (Сети тепловые) для нужд АО «ОмскВодоканал»;223-ФЗ;1204439.29;Подача заявок;31.07.2026;11.08.2026;https://www.rts-tender.ru/poisk/id/l32616258116-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616258116
5504097128;АО ОМСКВОДОКАНАЛ;32616258100;Поставка цистерны для вакуумной машины КамАЗ-65115 7074А6-50 объемом 13 м3 в количестве 1-ой единицы в 2026 году для нужд АО «ОмскВодоканал»;223-ФЗ;1188524.59;Подача заявок;31.07.2026;12.08.2026;https://www.rts-tender.ru/poisk/id/l32616258100-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616258100
5504097128;АО ОМСКВОДОКАНАЛ;32616257966;Выполнение работ по капитальному ремонту решетки РГМ 12/7.30-1800 (инв. № 7707) в 2026 году для нужд АО «ОмскВодоканал»;223-ФЗ;2111470.77;Подача заявок;31.07.2026;11.08.2026;https://www.rts-tender.ru/poisk/id/l32616257966-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616257966
5504097128;АО ОМСКВОДОКАНАЛ;32616257751;Поставка штанг буровых для установки DDW 200 в 2026 году для нужд АО «ОмскВодоканал»;223-ФЗ;396038.25;Подача заявок;31.07.2026;11.08.2026;https://www.rts-tender.ru/poisk/id/l32616257751-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616257751
5504097128;АО ОМСКВОДОКАНАЛ;32616253278;Конкурентный отбор в электронной форме на электронной торговой площадке на право заключения договора поставки автомобиля самосвала КАМАЗ-65115 (А5) грузоподъемностью 15 т (или эквивалент) в количестве 1-ой единицы, проводимый централизованно ООО УК «РОСВОДОКАНАЛ» для нужд АО «ОмскВодоканал»;223-ФЗ;6133916.39;Подача заявок;30.07.2026;13.08.2026;https://www.rts-tender.ru/poisk/id/l32616253278-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616253278
5504097128;АО ОМСКВОДОКАНАЛ;32616252992;"Конкурентный отбор в электронной форме на электронной торговой площадке на право заключения договора на выполнение работ по очистке от осадка илошламонакопителей, песковых/иловых площадок (НВ), проводимый централизованно ООО УК ""РОСВОДОКАНАЛ"" для нужд АО ""ОмскВодоканал""";223-ФЗ;30000000.00;Подача заявок;30.07.2026;13.08.2026;https://www.rts-tender.ru/poisk/id/l32616252992-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616252992
5504097128;АО ОМСКВОДОКАНАЛ;32616245134;Поставка запасных частей для насоса ZENIT ZUG OC 150B 45/4 в 2026 году для нужд АО «ОмскВодоканал» (лот делимый);223-ФЗ;440479.50;Подача заявок;28.07.2026;11.08.2026;https://www.rts-tender.ru/poisk/id/l32616245134-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616245134
5504097128;АО ОМСКВОДОКАНАЛ;32616244980;"Выполнение работ по объекту «Ремонт кровли, фасада и внутренних помещений КНС-27 инв. № 2030139А КНС №27 ул. Моторная ст.Московка-2 в Лен.р.171.25кв.м» для нужд АО ""ОмскВодоканал""";223-ФЗ;4343173.78;Подача заявок;28.07.2026;05.08.2026;https://www.rts-tender.ru/poisk/id/l32616244980-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616244980
5504097128;АО ОМСКВОДОКАНАЛ;32616241046;Поставка манометров в 2026 году для нужд АО «ОмскВодоканал» (лот делимый);223-ФЗ;241779.51;Подача заявок;27.07.2026;05.08.2026;https://www.rts-tender.ru/poisk/id/l32616241046-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616241046
5504097128;АО ОМСКВОДОКАНАЛ;32616241013;Поставка расходных материалов для хроматографического анализа в 2026 году для нужд Лабораторного центра АО «ОмскВодоканал»;223-ФЗ;604625.47;Подача заявок;27.07.2026;05.08.2026;https://www.rts-tender.ru/poisk/id/l32616241013-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616241013
5504097128;АО ОМСКВОДОКАНАЛ;32616238614;"Выполнение работ по объекту «Выполнение работ на объекте «Строительство третьей нитки Д-1000 мм дюкерного перехода через реку Омь от улицы Мичурина до улицы Госпитальной. Устройство камеры» для нужд АО ""ОмскВодоканал""";223-ФЗ;2313825.05;Подача заявок;27.07.2026;05.08.2026;https://www.rts-tender.ru/poisk/id/l32616238614-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616238614
5504097128;АО ОМСКВОДОКАНАЛ;32616237767;"Выполнение работ по объекту «Ремонт здания иловой насосной станции № 2 по ул. Комбинатская, 50 инв. № 2030064А Иловая НС N1,№2-1эт73.4кв.м ОСК/Совет р-н/» для нужд АО ""ОмскВодоканал""";223-ФЗ;1319086.20;Подача заявок;27.07.2026;05.08.2026;https://www.rts-tender.ru/poisk/id/l32616237767-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616237767
5504097128;АО ОМСКВОДОКАНАЛ;32616237587;"Выполнение работ по объекту: «Ремонт кровли здания пристройки блока фильтров 98-а в цехе ОСК по ул. Комбинатской, 50 инв. №2030061А Здание блока фильтров № 98-а. Дополнительные работы» для нужд АО ""ОмскВодоканал""";223-ФЗ;1240068.83;Подача заявок;27.07.2026;05.08.2026;https://www.rts-tender.ru/poisk/id/l32616237587-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616237587
5504097128;АО ОМСКВОДОКАНАЛ;32616237127;"Выполнение работ по объекту «Ремонт здания иловой насосной станции № 1 по ул. Комбинатская, 50 инв. № 2030064А Иловая НС N1,№2-1эт73.4кв.м ОСК/Совет р-н/» для нужд АО ""ОмскВодоканал""";223-ФЗ;871964.42;Подача заявок;24.07.2026;04.08.2026;https://www.rts-tender.ru/poisk/id/l32616237127-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616237127
5504097128;АО ОМСКВОДОКАНАЛ;32616218060;Поставка мембран для комплектных электролизных установок в 2026 году для нужд АО «ОмскВодоканал»;223-ФЗ;3054071.93;Подача заявок;20.07.2026;04.08.2026;https://www.rts-tender.ru/poisk/id/l32616218060-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616218060
5504097128;АО ОМСКВОДОКАНАЛ;32616215523;Оказание услуг автогидроподъемника для нужд АО «ОмскВодоканал» в течение 12 месяцев с момента заключения договора;223-ФЗ;456290.80;Подача заявок;17.07.2026;07.08.2026;https://www.rts-tender.ru/poisk/id/l32616215523-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616215523
