inn;sayt;stranic_prosili;stranic_otvetili;lyudej;s_telefonom;pochemu;kak
8603166755;https://sibur.ru;14;14;7;4;обойдено;
5918218070;https://akkermann.ru;14;14;1;1;обойдено;
7702691545;https://lab-industries.ru;6;6;0;0;обойдено;
2434000335;https://polyus.com;14;14;0;0;обойдено;
5913001268;https://metafrax.ru;5;5;3;0;обойдено;
3123342289;https://tehnonrg.ru;14;13;0;0;обойдено;
4823006703;https://nlmk.com;14;14;1;1;обойдено;
1655283577;https://izvarino-pharma.ru;1;1;0;0;обойдено;
7705739450;https://www.nestle.ru;14;14;0;0;обойдено;
7448000013;https://zinc.ru;6;6;9;9;обойдено;
6664006956;https://uralceramica.ru;13;13;0;0;обойдено;
7455010284;https://alikor.com;2;2;0;0;обойдено;
1650157635;https://new.kamaz-energo.ru;12;12;5;0;обойдено;
7805059867;https://kirovets-ptz.com;14;14;40;38;обойдено;
8602060555;https://www.surgutneftegas.ru;14;12;0;0;обойдено;
4205081463;https://www.sibcem.ru;14;14;8;0;обойдено;
4221000630;https://organica-nk.ru;14;14;0;0;обойдено;
8603087285;https://nnpo.net;1;1;0;0;обойдено;
5916015580;https://nytva-maslo.ru;2;2;0;0;обойдено;
7701568891;https://grkb.ru;10;10;1;0;обойдено;
6686095452;https://synergy.ru;14;14;1;0;обойдено;
5405125896;https://interpacknsk.ru;12;12;0;0;обойдено;
6671156423;https://el5-energo.ru;11;11;0;0;обойдено;
3528006408;https://www.cfmk.ru;7;6;0;0;обойдено;
6606003385;https://www.uralelektromed.ru;2;2;0;0;обойдено;
7743696750;https://grasys.ru;14;14;1;0;обойдено;
6665002150;https://kumz.ru;4;4;26;7;обойдено;
6685147531;https://spec-cement.ru;2;2;0;0;обойдено;
8905000428;https://nng.gazprom-neft.ru;5;4;0;0;обойдено;
8602067092;https://unipro.energy;14;14;5;5;обойдено;
7453101232;https://chelindleasing.ru;14;11;0;0;обойдено;
1651057721;https://iplast.com;14;14;1;1;обойдено;
7705183476;https://www.unirusgroup.ru;1;1;0;0;обойдено;
3325011410;https://hfoods.ru;5;5;0;0;обойдено;
4725001168;https://www.jacobsdouweegberts.com;14;14;0;0;обойдено;
8603093017;http://uprt-nv.ru;1;1;0;0;обойдено;
7802118578;http://www.heineken.ru;5;5;0;0;обойдено;
9717088118;https://rte.ru;8;8;0;0;обойдено;
2623026057;https://magnus-prom.ru;20;20;0;0;обойдено;
5103070023;https://www.phosagro.ru;20;20;25;2;обойдено;
8703009509;https://goldpro.ru;6;6;0;0;обойдено;
7707727918;https://www.uralmash-ngo.com;12;12;0;0;обойдено;
